9.000000000000000222e-01,6.955782234793926877e-01
9.000000000000000222e-01,6.955782234793926877e-01
8.999099909990999624e-01,4.382691336243157987e-01
8.999099909990999624e-01,4.382691336243157987e-01
8.998199819981997916e-01,2.377719397305897875e+00
8.998199819981997916e-01,2.377719397305897875e+00
8.997299729972997318e-01,1.304917975450298151e+01
8.997299729972997318e-01,1.304917975450298151e+01
8.996399639963996719e-01,1.279981249817105571e+01
8.996399639963996719e-01,1.279981249817105571e+01
8.995499549954996121e-01,1.624502260562934453e+01
8.995499549954996121e-01,1.624502260562934453e+01
8.994599459945994413e-01,2.412229728349574387e+00
8.994599459945994413e-01,2.412229728349574387e+00
8.993699369936993815e-01,2.007736970164349799e+01
8.993699369936993815e-01,2.007736970164349799e+01
8.992799279927993217e-01,1.138480124017045725e+01
8.992799279927993217e-01,1.138480124017045725e+01
8.991899189918992619e-01,1.404331442308273914e+01
8.991899189918992619e-01,1.404331442308273914e+01
8.990999099909990910e-01,1.975261426676961918e+00
8.990999099909990910e-01,1.975261426676961918e+00
8.990099009900990312e-01,4.463829392512059790e+00
8.990099009900990312e-01,4.463829392512059790e+00
8.989198919891989714e-01,1.058216027950932059e+01
8.989198919891989714e-01,1.058216027950932059e+01
8.988298829882988006e-01,9.690524877179518271e-01
8.988298829882988006e-01,9.690524877179518271e-01
8.987398739873987408e-01,3.144305897783508552e+00
8.987398739873987408e-01,3.144305897783508552e+00
8.986498649864986810e-01,5.412473287898512453e+00
8.986498649864986810e-01,5.412473287898512453e+00
8.985598559855986212e-01,6.006159506496591582e+00
8.985598559855986212e-01,6.006159506496591582e+00
8.984698469846984503e-01,4.366747174518993191e+00
8.984698469846984503e-01,4.366747174518993191e+00
8.983798379837983905e-01,2.732329189019265137e+00
8.983798379837983905e-01,2.732329189019265137e+00
8.982898289828983307e-01,7.931896813695118453e+00
8.982898289828983307e-01,7.931896813695118453e+00
8.981998199819982709e-01,4.804375338807169715e-01
8.981998199819982709e-01,4.804375338807169715e-01
8.981098109810981001e-01,4.946888117804859597e+00
8.981098109810981001e-01,4.946888117804859597e+00
8.980198019801980402e-01,5.614537292447127292e+00
8.980198019801980402e-01,5.614537292447127292e+00
8.979297929792979804e-01,4.819581523976826709e+00
8.979297929792979804e-01,4.819581523976826709e+00
8.978397839783978096e-01,3.526508859155879083e+00
8.978397839783978096e-01,3.526508859155879083e+00
8.977497749774977498e-01,9.896565288163161611e+00
8.977497749774977498e-01,9.896565288163161611e+00
8.976597659765976900e-01,5.421317135080948368e+00
8.976597659765976900e-01,5.421317135080948368e+00
8.975697569756976302e-01,5.110434289573686506e+00
8.975697569756976302e-01,5.110434289573686506e+00
8.974797479747974593e-01,2.188096586710826852e+00
8.974797479747974593e-01,2.188096586710826852e+00
8.973897389738973995e-01,5.849120487536671575e+00
8.973897389738973995e-01,5.849120487536671575e+00
8.972997299729973397e-01,7.654256743568105925e+00
8.972997299729973397e-01,7.654256743568105925e+00
8.972097209720972799e-01,9.457850754174778274e+00
8.972097209720972799e-01,9.457850754174778274e+00
8.971197119711971091e-01,9.537853089685469077e-02
8.971197119711971091e-01,9.537853089685469077e-02
8.970297029702970493e-01,8.420959153952006560e+00
8.970297029702970493e-01,8.420959153952006560e+00
8.969396939693969895e-01,3.106598405295544207e+00
8.969396939693969895e-01,3.106598405295544207e+00
8.968496849684968186e-01,9.108003022454401076e+00
8.968496849684968186e-01,9.108003022454401076e+00
8.967596759675967588e-01,3.973342644306716132e+00
8.967596759675967588e-01,3.973342644306716132e+00
8.966696669666966990e-01,5.168478609125655154e+00
8.966696669666966990e-01,5.168478609125655154e+00
8.965796579657966392e-01,8.897513939980691289e-01
8.965796579657966392e-01,8.897513939980691289e-01
8.964896489648964684e-01,4.081197582682808189e+00
8.964896489648964684e-01,4.081197582682808189e+00
8.963996399639964086e-01,6.841897324299596406e+00
8.963996399639964086e-01,6.841897324299596406e+00
8.963096309630963487e-01,1.015668061795527954e+01
8.963096309630963487e-01,1.015668061795527954e+01
8.962196219621962889e-01,1.403750065947306558e+00
8.962196219621962889e-01,1.403750065947306558e+00
8.961296129612961181e-01,2.332434580717253514e+00
8.961296129612961181e-01,2.332434580717253514e+00
8.960396039603960583e-01,4.213210074233955993e+00
8.960396039603960583e-01,4.213210074233955993e+00
8.959495949594959985e-01,1.423820406275087214e+00
8.959495949594959985e-01,1.423820406275087214e+00
8.958595859585958276e-01,1.046342307497366342e+01
8.958595859585958276e-01,1.046342307497366342e+01
8.957695769576957678e-01,1.454377278497440784e+01
8.957695769576957678e-01,1.454377278497440784e+01
8.956795679567957080e-01,1.026484202391634604e+01
